,Input_text,road_condition,traffic_condition,scenary_data,weather_codition,attractions,Difficulty_score
495,"There was less restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was heavy .",easy going,heavy,less restuarants,0,0,1.4216981834425253
496,"There was few restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was very smooth . ",easy going,very smooth,few restuarants,0,0,1.4298254578155656
497,"There was lot of restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was very smooth . ",easy going,very smooth,lot of restuarants,0,0,1.4378535067873304
498,"There was less restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was very smooth .",easy going,very smooth,less restuarants,0,0,1.44578421506613
499,"There was few restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was crawling . ",easy going,crawling,few restuarants,0,0,1.4468617788271088
500,"There was lot of restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was crawling . ",easy going,crawling,lot of restuarants,0,0,1.4479258362676055
501,"There was less restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was crawling .",easy going,crawling,less restuarants,0,0,1.4489766081871347
502,"There was few restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was less . ",easy going,less,few restuarants,0,0,1.452199625595643
503,"There was lot of restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was less . ",easy going,less,lot of restuarants,0,0,1.455394557092204
504,"There was less restuarants on the way from Kollam to Kottayam,the road was easy going and then traffic was less . ",easy going,less,less restuarants,0,0,1.4536305708180708
505,"There was few restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was heavy .",bad,heavy,few restuarants,0,0,1.4497112699568993
506,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was heavy . ",bad,heavy,lot of restuarants,0,0,1.4458141552855959
507,"There was less restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was heavy . ",bad,heavy,less restuarants,0,0,1.4419390296973245
508,"There was few restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was very smooth . ",bad,very smooth,few restuarants,0,0,1.444674949995167
509,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was very smooth . ",bad,very smooth,lot of restuarants,0,0,1.4473563006632277
510,"There was less restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was very smooth . ",bad,very smooth,less restuarants,0,0,1.4499842970558807
511,"There was few restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was crawling .",bad,crawling,few restuarants,0,0,1.4461489293704057
512,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was crawling . ",bad,crawling,lot of restuarants,0,0,1.4423347804416449
513,"There was less restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was crawling .",bad,crawling,less restuarants,0,0,1.4385416666666666
514,". There was few restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was less .",bad,less,few restuarants,0,0,1.4368458185975064
515,"There was lot of restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was less . ",bad,less,lot of restuarants,0,0,1.4351568939544666
516,"There was less restuarants on the way from Kollam to Kottayam,the road was bad and then traffic was less . ",bad,less,less restuarants,0,0,1.433474851767832
517,"There was few restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was heavy . ",smooth,heavy,few restuarants,0,0,1.4297437303193883
518,". There was lot of restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was heavy . ",smooth,heavy,lot of restuarants,0,0,1.4260328917473521
519,"There was less restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was heavy .",smooth,heavy,less restuarants,0,0,1.4223421638158809
520,"There was few restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was very smooth . ",smooth,very smooth,few restuarants,0,0,1.4249308944770727
521,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was very smooth . ",smooth,very smooth,lot of restuarants,0,0,1.4274706123564789
522,"There was less restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was very smooth . ",smooth,very smooth,less restuarants,0,0,1.429962358378056
523,". There was few restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was crawling . ",smooth,crawling,few restuarants,0,0,1.4263086235019748
524,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was crawling . ",smooth,crawling,lot of restuarants,0,0,1.4226743211532014
525,"There was less restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was crawling .",smooth,crawling,less restuarants,0,0,1.4190592903828199
526,"There was few restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was less . ",smooth,less,few restuarants,0,0,1.4174412201788607
527,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was less . ",smooth,less,lot of restuarants,0,0,1.4158296265987356
528,"There was less restuarants on the way from Kottayam to Kozhikode,the road was smooth and then traffic was less . ",smooth,less,less restuarants,0,0,1.4176985062893084
529,"There was few restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was heavy ",very smooth,0,few restuarants,0,0,0.837655601659751
530,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was heavy .",very smooth,heavy,lot of restuarants,0,0,1.4192968082074664
531,". There was less restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was heavy . ",very smooth,heavy,less restuarants,0,0,1.4191743827160495
532,"There was few restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was very smooth . ",very smooth,very smooth,few restuarants,0,0,1.4250235464820282
533,". There was lot of restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was very smooth . ",very smooth,very smooth,lot of restuarants,0,0,1.4308075081884606
534,"There was less restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was very smooth .",very smooth,very smooth,less restuarants,0,0,1.436527382911866
535,". There was few restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was crawling . ",very smooth,crawling,few restuarants,0,0,1.4363570800678476
536,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was crawling .",very smooth,crawling,lot of restuarants,0,0,1.4361845987411486
537,". There was less restuarants on the way  from Kottayam to Kozhikode,the road was very smooth and then traffic was crawling .",very smooth,crawling,less restuarants,0,0,1.4360099974365548
538,"There was few restuarants on the way  from Kottayam to Kozhikode,the road was very smooth and then traffic was less .",very smooth,less,few restuarants,0,0,1.4377272727272727
539,". There was lot of restuarants on the way  from Kottayam to Kozhikode,the road was very smooth and then traffic was less . ",very smooth,less,lot of restuarants,0,0,1.4394310973628144
540,". There was less restuarants on the way from Kottayam to Kozhikode,the road was very smooth and then traffic was less . ",very smooth,less,less restuarants,0,0,1.4403376428177919
541,"There was few restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was heavy . ",broken,heavy,few restuarants,0,0,1.4393634706134706
542,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was heavy . ",broken,heavy,lot of restuarants,0,0,1.438396721408668
543,"There was less restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was heavy . ",broken,heavy,less restuarants,0,0,1.437437319332193
544,"There was few restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was very smooth . ",broken,very smooth,few restuarants,0,0,1.4421869787368529
545,". There was lot of restuarants on the way  from Kottayam to Kozhikode,the road was broken and then traffic was very smooth .",broken,very smooth,lot of restuarants,0,0,1.446886686177502
546,". There was less restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was very smooth .",broken,very smooth,less restuarants,0,0,1.4515372848838215
547,"There was few restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was crawling . ",broken,crawling,few restuarants,0,0,1.4505718954248366
548,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was crawling . ",broken,crawling,lot of restuarants,0,0,1.4496136027796636
549,"There was less restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was crawling .",broken,crawling,less restuarants,0,0,1.4486623364825582
550,"There was few restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was less . ",broken,less,few restuarants,0,0,1.4495296211543351
551,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was less . ",broken,less,lot of restuarants,0,0,1.4503933222374665
552,"There was less restuarants on the way from Kottayam to Kozhikode,the road was broken and then traffic was less . ",broken,less,less restuarants,0,0,1.448826277944098
553,"There was few restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was heavy . ",bumpy,heavy,few restuarants,0,0,1.4454691259021653
554,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was heavy . ",bumpy,heavy,lot of restuarants,0,0,1.4421281029523425
555,"There was less restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was heavy . ",bumpy,heavy,less restuarants,0,0,1.4388030888030887
556,"There was few restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,few restuarants,0,0,1.440947133911368
557,". There was lot of restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was very smooth . ",bumpy,very smooth,lot of restuarants,0,0,1.4430546501521078
558,"There was less restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was very smooth .",bumpy,very smooth,less restuarants,0,0,1.4451263236213852
559,". There was few restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was crawling . ",bumpy,crawling,few restuarants,0,0,1.4418324801184839
560,"There was lot of restuarants on the way from Kottayam to Kozhikode,the road was bumpy and then traffic was crawling . ",bumpy,crawling,lot of restuarants,0,0,1.4385541621714004
561,"There was few restuarants on the way from Kannur to Kasaragod,the road was bumpy and then traffic was heavy . ",bumpy,heavy,few restuarants,0,0,0.5884401114206128
562,Kochi to kodaikkanal traffic was very less and enjoyed the drive only problem was between pollachi and palani,0,less,0,0,0,0.5885416666666666
